0: 410,4507
4767: 6243,9314,6250
4768: 499,8669,3171
4769: 8136,9387,1414,63,182
4770: 9318,3774,2279,5763,8066,2121
4771: 9032,7469,805
4772: 2587,2388,499,763
4773: 4379,9157,5565,8083,2110,4162,3135,9118
4774: 2000,2371,9996,5729,1447,4838,5484,3051
4775: 5427
4776: 377,2415,8455,6545,261,6228,719,4719,9051
4777: 2842
4778: 4295,209,6857
4779: 4923,7817,4317,7392,6540,9945
4780: 682,9496,381,4213,1366,8236
4781: 8275,5415,7138,6425,4253,3346,577,1536,6373,5395
4782: 7069,2204,3613,8435,9157,8064
4783: 8334,8364,7255,6241,5695,6973,3893,1213,3375
4784: 859,6828,2096,2261,9693,377,1444
4785: 3170,9110
4786: 149,4578,7897,9653,4539,7328,1304
4787: 252,3511,8339,273,3396,5395,1986,4200,8537,9616
4788: 4028,9177,2760,9332,4748,5047
4789: 9653,1999
4790: 7531,9231,782,5926,3823
4791: 7218,2099,9189,3921,9643
4792: 1523,6699,7770,3523,922,9248
4793: 3621,2065,6453,8085,128,9120
4794: 8365,8472,6620,8663,6781
4795: 6226,2445,9716,2732,6023,8763
4796: 2602,8611,2699
4797: 26,1815,8634,3577,2527,4021,6120,3435,683
4798: 8356,8426,5618,6998,8769,4883,6921
4799: 6710,8114,8232,302,6541,4563,5308,9039
4800: 7859,4404,4599,9414
4801: 9419,7782,5485,2401,1300,3785
4802: 3287,1329,7825,5282,5647,5403
4803: 2599,8241,8005,4498,8806,7494,4529,1425,1054,4769
4804: 6321,2563,7022,7271,5296,1971,1930,8078,6954
4805: 5483,3670,4394,6657,5827
4806: 1178,5869,7141,5091,1828,6608
4807: 8674,9812,6993,3892,130,816,9269,3384
4808: 8263,3009,999,1806,6489,3140
4809: 1406
4810: 9431,7789,2543,2827,4600,2368
4811: 8591,4600,8872
4812: 5003,9834,2742,7858
4813: 6721,9066,799,9302,8519,4162,7142
4814: 1356
4815: 550,4498,132,3342,3220,4916,9070,82,1179
4816: 3590,7187,3965,6140,8635,6540
4817: 7963,1709,5668,5347,4279,4465,6830
4818: 5654
4819: 9598,2527,6439,670
4820: 7167,7939,4379,6602,2257,8123,2228,787,5452,3378
4821: 4898,9395,1031,1754,9819,2509,8696
4822: 6698,7282,2515,8214,5971,697
4823: 1400,5856,5259
4824: 9128,4028,321,8145
4825: 5574,5244,8996,2273,1463,2600,6329,2988
4826: 4256,3564,9951,6075,6516,7827,8389
4827: 4727,6479,41,7305,9195
4828: 366,7873,5627,1346,9218,9331,1639,9948,8272,1059
4829: 7918,6139,6068,1122,2509,9382,4543,4898
4830: 5027,9897
4831: 5556,3375,1643
4832: 4515,8872,2913,8520,4006,8477,5511
4833: 7797,4458,7209,7290,7117,5743,6214,5231,9542,601
4834: 307,5926,5344,4965,4314,3444,5013,3647
4835: 8799,7713,8072,1668,5510,6727,9236
4836: 2307,43,9540
4837: 880,7977,6635,3948,4890
4838: 5666,3448
4839: 9728,7600,7646,2047,834,782
4840: 2016,5457
4841: 7576,7453,3747,4714,4306
4842: 1175,4299,8791,7926
4843: 2833,5774,5985
4844: 8200,5518,6575,4170,1701,3657,5614,4429
4845: 5063,1560,6448,8749,5388,6130,7662,3506
4846: 5146,2484,3895,2368,8789,6009,6110,5727,9056,289
4847: 5637,7963,9795,4939,7993,5934,8218,1601,6698,6594
4848: 2545
4849: 4300,1926,3168,6727,2746,3904,3496,4948,7276
4850: 4925
4851: 7619
4852: 4122,6561
4853: 7285,1573,4169,8073,9665,8015,4023,4765,2039,9110
4854: 5233,9371,5572,683,8491,3551
4855: 4643,6109,6594,607,2009,7561,416,3128
4856: 6362,1651,316,1275,7539,5701,511,644,1718,7182
4857: 6279
4858: 9385,4418,9415,547,8010,8897,7086,9788
4859: 8668,5122,5142
4860: 6519,2557
4861: 5983,9475
4862: 9006,9591,6951,7294
4863: 4095,5783,3243,7020,7976,3934,6030
4864: 8638,9738,6677,745,8013,946
4865: 2098,2176,8749,8821,3512,4425,1398,3500
4866: 5660,1744,3176,119
4867: 4458,3105
4868: 9890
4869: 5078,2702,8070,5076,3714,7082,6639,3686
4870: 7861,9303,6784,7236,1024,4391
4871: 366,3211,180,844,7476,3740,5968,7160,5977
4872: 2512,6388,412,8416,2852,5615,2973,6801,3887
4873: 9688,4332,1119,2318,8300,8571,6396,7032
4874: 1698,1449,2068,2104,3213,2723,1237,4322,2726,5281
4875: 6187,1353,1772
4876: 8016,8955,9300,2404,5459,5016,6461,5218,7398,4327
4877: 6186,6100,3518,2963,6141
4878: 4590,4692,1251,1792,8533,1598
4879: 5614,1398,3503,6260,7376,3073,8376,299,5540
4880: 949,3376,9055
4881: 1642,9718,3545,7284,7027,8405,4931,1633,8800
4882: 8138,1315,4262,6259,2204
4883: 457,1220,4276
4884: 3994,3249,3980,5303,4373,977,1596,1823,3024
4885: 2768,8876,3392,6377,187,3204,26,8326
4886: 6470,4769,7680,7912,757,9389,173,6911
4887: 7136,1776,8905,3886,7620,6181,2365,9892
4888: 42,7917,6899,7910,1076,6817
4889: 1536,8176,2413
4890: 4619
4891: 8578,8457,6468,9191,808,4912,1687,8209,6389
4892: 3643,732,3705,2651,6343,4872,5383,6564,4205,7036
4893: 4890,1788,9648,1365,6575,606,5291,3779
4894: 334,6340,4098,9325,543,9250,7972,253,3759,4888
4895: 5510,1875,9768
4896: 869,2021,9050,1132,6124,9153,9403,1635
4897: 6507,8927,2329,9496
4898: 7612,176,7576,4542,2869,1931,5442
4899: 1097,9804,4079,6521
4900: 5586,2815,6579
4901: 2303
4902: 1852,6938,9362
4903: 9018
4904: 7463,6011,4527,8428,171,2319,9888,3799,3260
4905: 8934,3781,8250,4883,3147,1354
4906: 6689
4907: 7351,3920,5346,1383,7865,5104
4908: 4156,6184,9403,3566,5656,2000
4909: 2669
4910: 4985,771
4911: 2466,8898
4912: 3103,1421,9362,5414
4913: 8409,9551,7901,9278,9474,195
4914: 5553,9878,7435,1637
4915: 8077,1334,7962,439,3149,535,5660,6731
4916: 7404,933,9391,4972,1207,2122,4155,6259,78
4917: 1527,6426,4151,8862,3798,9098
4918: 5256,3421,3916,7344,6311,9153,4241,1889,9132,7431
4919: 7496,7616,7137,993,153,6354,4584
4920: 5082,5319,9620,7456
4921: 1311,7741,3872,730
4922: 3699,2900,4328,9506
4923: 7393,5462,8190,4325,5576,1905,5
4924: 8894,4602,8739,707,9612
4925: 7190,3558,1918,8871,1519
4926: 6341,320,5586,4743,2657,7925
4927: 7455
4928: 9563,5897,9499,4897,7821,6776,1922,1723,1761,839
4929: 9440,7745,6426,5025,7366,5932,4750,5753
4930: 5594,7559,2455,8385,9262,7470,2485
4931: 6348,9448,3442
4932: 8306,5536,4396,405,3329
4933: 170,9976,8315,4224,6230,8658,5716,6830,186,7109
4934: 9669,9789,2981,6681,1108,3579,8510
4935: 6714,8977,7805
4936: 7256
4937: 7475,7194,9768,6138,7675,669,3360,9331
4938: 6657,2364,6165,3650,8143,7675,9655,3010,7276,1142
4939: 903,7173
4940: 5859,2018,2130,9076
4941: 6873,2824,3070,532,6667,8842,2751,4709,3304,2686
4942: 3155,3962,850,2344
4943: 9657,3764,4132,4586
4944: 369,6573,451,6191,9274,4236,3712
4945: 6535
4946: 5633,2138,3124,5588,7171,8810,6420,5294,2303,9811
4947: 1480,2237,8288,5631,3972
4948: 795,540,6268,4340,4158,8701,9105,5511
4949: 8712,7846,5582,4020,1747
4950: 9481,8525
4951: 4193
4952: 5933,5736,5096
4953: 8674,105,5309
4954: 7276,6721,4960,2162
4955: 5457,489,7859,9129,6952,9022
4956: 7318,8919,6503,449,2956,688,3746,9669,2130
4957: 2004,4081,1231
4958: 560,1524,5342,9179,6575,6795,3421,9698
4959: 2158,8847,7733,9272,8594,7931,2612,8510,8144,3325
4960: 4122,2580
4961: 9297,5936,6697,2845,9442
4962: 7765,9461
4963: 5075,4922,1881,6998,136,3841,3189
4964: 8879,9122,8300
4965: 7717
4966: 317
4967: 1287,677,2929,8636,7990,5116
4968: 1299,2458,347,2410,2608,59
4969: 8014,5913
4970: 6006,4449,1094,6527,4512
4971: 8164,2252,1116,910,4408,6649,6801,2156,7643
4972: 293,1600,5825,2803,6648,9358
4973: 4142,4518,2798,832,3765,6525,907,7886
4974: 5598,4789,8895,3090,3304,219,9386,6103,8318
4975: 2322,3897,9100,3541,6520,8764,171,6984
4976: 1440
4977: 5499,7298,9739,2515,3753
4978: 6576,7954,1236
4979: 8709,5608,8195,1633,7542
4980: 1567
4981: 725,1750,9266,7083,8133,9983
4982: 2166,453,2115,5741,1206,9363,2141,757
4983: 9214,2535
4984: 5781,2069,3903,3716,2447,9259,7373,61,4401
4985: 3239,7809,9593,5579,8283,2646,9723,1689,5631,8775
4986: 5288,2046,1266,7035,3457,9902
4987: 1364,4627,9856,2701,317,7646,5477,7529
4988: 1813,5076,3006,4899,9197
4989: 3903,9549,6751,2596,6316,2134,5667,9852
4990: 8473,8937
4991: 1148,2913,4921,9423
4992: 7366,3860,7115,7555,7865,2815,4225,4867
4993: 5009,3236,5614,4985
4994: 7577,8502,8117,2699,9890,6167,5930,7808,1807,5531
4995: 5037,3650,8496,704,2567,9362,768
4996: 4427,8749,307,4863
4997: 4800,7716,9523
4998: 828,500,816,9300,4703,155,9854
4999: 6865,5806
5000: 3736,7830,6803,2088,4718,2749,6644,6258
5001: 2062,5997,4287
5002: 2519,541,3617,6760,9824,3783,869,9756,1384,4397
5003: 1642
5004: 2429,7648,3960,1781,1862,7539
5005: 2986,6489,5092
5006: 4237,8051
5007: 6900,9365,208,188,1077,8548
5008: 2062,3649,3562,5407,8643
5009: 7347,5017,2680,2587,9425
5010: 3970,5293,6837,6807,7886,7810,1350,5783,4082
5011: 325,2765,2722,7067,2679,4934,7619,3871,6598,5316
5012: 699
5013: 2347,9915,9221,260
5014: 621,910,7084,4925,7427,6662,1106,5108,4933,2386
5015: 8246,8010,4086,5323,5212,4256,860,4655
5016: 4072,2047,6563
5017: 8073,9809,2352,1002,7093,7257,5959,4385,9354,3680
5018: 3218,5009,3787,9414,6558,9626,314,4541,5235,3473
5019: 3001,5682,2859,8412,7681,9142,3644,5479,7483,3246
5020: 8372,1615,3626,4034
5021: 7888
5022: 4542,5577,4072,3411
5023: 2962
5024: 6933,5083,1662,2928
5025: 4802,7794,4153
5026: 9340
5027: 6133,3127,7515,2576,900,3960,3770,5683,734
5028: 1189,6550,789,2056,4072,2163
5029: 1570,464,7987,1470,5991,5841
5030: 8755,8170,887,9630,4370,857
5031: 2488,2495,4901,5586,6444
5032: 1166,1289,9728,2560,6084
5033: 1435,2156,5256,3810,8368,583
5034: 8469,1234,9608,1493,4087,5657,349,5723
5035: 5081,4160,1120,7708
5036: 5459,8147
5037: 5865,8130,1986,6428,7082,3778
5038: 8437,2153,4549
5039: 4030,285,7055,1971,6726,2197,1219
5040: 5975,7088,3890,5177,2153,151,12,7508,7141
5041: 5123,680
5042: 2520,896,5152,9947,9214
5043: 8208,5874,6882,9760,7298,7547,1267
5044: 3110,3535,6922,392,8277
5045: 9714
5046: 1790
5047: 1288
5048: 6842,1573,820,3547,9829
5049: 7956,8413,8593
5050: 9131,1608,8814,9731,3393,626,4604,6402,1877
5051: 3982,9091,8569,1865,6679,8328,7752
5052: 5773,1451,8642,5788,6889,9763,749,5743,576
5053: 6256,5474,6558,9123,8787,2626,6230,7842,2885,8586
5054: 197
5055: 2557,8000,2565,29,9077,1839,4757,7331
5056: 3164,7506,3453
5057: 6881,4632,290,7637,8451,3658
5058: 8741
5059: 814,6560,9891,7266
5060: 9805,9569,9334,6083,1691,4182,5680,4653,9955
5061: 3349,6745,7561,1301,4263,6350,7878,4316,9246
5062: 7124
5063: 8632,8440,6847,7364,6105,1120,9195
5064: 8052,1654,1376,6963,4986,5806
5065: 744,5753,9956,5988,6590,3395,4975
5066: 1464,8254,799,7191
5067: 9644,2401,266,530
5068: 5727,8672,5671
5069: 5428,3504,3935,7696,7813,7899,3964
5070: 3277
5071: 6202,8113
5072: 7882,1773,9698,2635,6811,1765,6082,4639,8971
5073: 2518,206,1695,2352,4302,943,2269,6144
5074: 5522,5264,389,947,5605
5075: 9665,513,8312,597,9234
5076: 9021,3420,9307,8127,6578,7508,3881,8527,8356,7837
5077: 5076,6186,1595
5078: 3515,216,3312,4621,4075,8621,3600
5079: 450
5080: 9508
5081: 4768,3660
5082: 2578,5033,3703,290,8057,4554
5083: 7171,9309
5084: 6763,5147,4447,6772,6349,2500,8389,8136,3189,5886
5085: 8551,9923
5086: 2568,2380,5519,2542,7412,5363,6623
5087: 68
5088: 2087,4092,612
5089: 3677,4701,638
5090: 6263,7670,7400,1672,3022,5889
5091: 6046,8498
5092: 712,4299,1675,8464,2719,8305,196,5519,1137,6764
5093: 7068,711,8885,1880,2944,3563,9489
5094: 7993,8638,9066
5095: 4512,7962,551,9564,9124
5096: 3173,6821,1358,5348,2302,7761,6405
5097: 5292,9039,4617,4960,4963,2544,242,2371,2622,4252
5098: 2444,4113,8794,8917,6438,3135,1155,4002,7562
5099: 7570,1258,4918,6013
5100: 3708
5101: 1800,8733
5102: 2498
5103: 6237,9621,1995,4318,1991,9901,4072
5104: 6698,104,6279,1397,401,4320,7442,1515,8215,9304
5105: 1670,9506
5106: 2051,5167,6200,9819,2343,4977,7966,6705,9179,9048
5107: 4742,1038,741,3611
5108: 1286,4602,1527,3244,1142
5109: 1698,1816,9214,1696,5113,159,5601,1407,3792
5110: 5159,1897,7290
5111: 36,5074,5108,7380,631,8231,5918,6785,22,9381
5112: 782,6331,7426,1639,4848
5113: 7517,8628,3484,1133,356,3242,1713,4303,5795
5114: 4452,5157,7763,2050,2498,7500,5376
5115: 9825,4403,895,7455,4386,447,3645,3519
5116: 4350,4231,9513,8606,7370,60,9901,3762
5117: 9969,1745,3747,6442
5118: 4733,1457,3044,6628,4922,1160,70,6313,277,3672
5119: 6990,7388,5745
5120: 1070,9119,745,5697
5121: 6498,3955,1435,593,1330,438,8747,9873
5122: 5445,4838,6669,1550,2715,5278,3700
5123: 613,6366,4728,349,1006,4602,7223
5124: 8537,6554,7601,9822,4920
5125: 6203,9567,8501,9682,4450,8336,4134,8467,1136
5126: 198,4037,6641,1745,415,877,7472,7677
5127: 1176
5128: 7968,3635,7873,5132,9407,5078,9757,3232
5129: 605,7277,8648,1691
5130: 1210,7248
5131: 9401,6933
5132: 598
5133: 387,2788,1520,4391,4695
5134: 1411,5844,5476,9698,6929
5135: 4576,3726,3807,3822,8504,4964,9252,6671
5136: 6129,2650,3748,9299,1784,7866
5137: 3458
5138: 5902,3994,20,907
5139: 9596,9562,2950,6304,6623
5140: 3513,6323,1829,7826,7478,3856
5141: 7446,3546
5142: 4971,7006,2535,4473,8300,8116,2494,3212,9178,5718
5143: 6163,5400,3991,2513,7851,6358,9068,7426,1515
5144: 1281,3955,4480,9446,3289
5145: 7891,9978
5146: 7215,546,7053,96,5985,5962,9163
5147: 7827,3751
5148: 7578,9954,2052,1940,1989,6367
5149: 5555,401,6443
5150: 9131,3079,6079,4308,6442,4952,6565,3418,9709,8768
5151: 7338,255,1665,4849,5369,5909,7963,80,3781,9819
5152: 4104,2167,7790,1622
5153: 6474,6514,9556,2472,5933,5279,2066,9902,897
5154: 390,2844,6381,878,116,784
5155: 1820,907
5156: 5353,6949
5157: 6804,1153
5158: 7532,3154,9206,4225,4134,8426,1341,2282,1437,3784
5159: 768
5160: 8389,2292,3165,8698,4963,6152,9388,839,9187
5161: 7833,2094,3221,3572,1205,1005,4320
5162: 8671,2045,8091,7639,4014
5163: 5945,5194,6865,1150,9928,2269,2071
5164: 8689,8962
5165: 2288,343,6729
5166: 1337,8623,6515,4709
5167: 7876,6299
5168: 3659,476
5169: 3106,6775,4289
5170: 7150,9955
5171: 6940,8303,3101,5192
5172: 9684,1083,6781,7577,7120,4487,244,3994,2414,3691
5173: 1109,9365,3737,2943,5625,2292,8744,2444,6592,7442
5174: 2864,6235
5175: 3938,7555,9555,4260,9913,9301,5258,2710,3055,5128
5176: 6791,4214,4229
5177: 8524,4561,4068,7033,8883
5178: 8312,1850,1902,1218,5064,3646,3617
5179: 6981
5180: 398,9913,8516,401,5251
5181: 8187,7847,1395,5472,5199,5698,9730,914,6368
5182: 7889,8695,7847
5183: 854,2813,5839,9456,1605,2489,259,4365,6393,3856
5184: 2757,1904,6758,2925,6502,6477,368,3544
5185: 3117,5309,8335
5186: 1187,8769,109,2870,5235
5187: 9658,9303,8024,7675,3725,7461
5188: 3204,9858,5882,8010,9485,5174,5674,1105,9246,2392
5189: 7397,4414,1398,1204,1054
5190: 3548,6415,7472,194,3578,8646,6975,2431
5191: 6439,7587,7063,1705,1694,2626
5192: 9104,4778,2627,3363,3407,501
5193: 8898
5194: 5923
5195: 4083,525,8326,2394,9471,2721,4140
5196: 2282,8377,7641,3656,2806,1812,644,7729,8548
5197: 3321,1363,2814,7232,3760,6993,5786,4761,8926
5198: 2446,3012,43,7733,2191,107
5199: 7360,368
5200: 4832,2256,8926,7700,4151,1136,7158,2624,8030
5201: 7044,3429,6481,5346,1084,2572,5362,5792,5440,1497
5202: 300
5203: 1323,530,8410,1881,4973,8811
5204: 2111,2110,7034,2833,3407
5205: 210
5206: 6855,175,7403,2205
5207: 3942,5280,627
5208: 8667,3783,46
5209: 4451,2332,4499,3235
5210: 5422,3353,9410,1879,7123,9391,2319,9180
5211: 9932
5212: 6809,6495
5213: 2031,6915,6985,6317
5214: 7721,5006,151,4075,3380,23,4165,6125,4562
5215: 1053,309,6383,1631,7142
5216: 4323,9508,7608,70,501,8956,4708
5217: 5428,9050,450,1635,5394
5218: 8025,6672
5219: 2338,9505,6765,2784,8450
5220: 9607
5221: 4845,1571,1949
5222: 99,5207,297,9992,6684,9391
5223: 1617,3197,2001,5406,2661,5430,6103
5224: 4006,2664,2181
5225: 786,5315,8245,8983,3163,7472,7292,4983,3850
5226: 4440,938,5014,8142,6629,2856
5227: 3251,9762,5966,765,1745,1424
5228: 5401,2607
5229: 5233,8300,7134,2974,7586,7297
5230: 9047,8820,2902,6585,661,3621,1350,7294,4527
5231: 9627,306,3898,325,4173,5878,8744,8315,114
5232: 7716,1928,8906,7075,1104,5070,2150,2917,9981,3607
5233: 5382,4833,5972,9770,2966,740
5234: 5778,9233,6665,7258,5263,7290
5235: 9824,9950,1446,1752,3086,7360,9707,8983
5236: 300,5004,5429,7664
5237: 2339,7245,4097,5328,1705,1437,6375
5238: 9003
5239: 5844,8694,9347,7615,638,1786,5712,2750,2974,1905
5240: 3300,6209,8548,9751
5241: 995,127,8422,3207,4461,7513,7089
5242: 2128,8317
5243: 8458,9613,3723,115,8124,4600,6397,1733,1914,4037
5244: 9901,7851,9459,9739,2074,7644,1722,5380,6455,796
5245: 3461,8534,7959,8864
5246: 5780,2384,8411,5989,9189,8391,6498,8398,1718
5247: 4230,3847,9428,7659,6487,3976,838,9314,140
5248: 7705
5249: 8134,9624,4662,9542
5250: 4869,4533,5122,7579,4139,5074,4540,1807,708,7404
5251: 9528,2791,6981,2219,6318,5626,4666
5252: 4877,7405,5811,9307
5253: 6407,507
5254: 4087,5586,9499,8445,3429
5255: 8450,5397,9302,887,7571,9929,9377,7032,5962,8295
5256: 7381,8313,3653,8141,5405,6827
5257: 1180,6200,7815,8623,5069,3573,5023,638,8009
5258: 930,7256,1603,7635
5259: 6356,1538,3167,5182,418,42,8060,8321
5260: 3570,6356,9567,2567,2434,3125,3233,8210,5269
5261: 223,3871,3098,6698,9530
5262: 9897,5572,2128,9083,5457,708,3068,3673,1425,2264
5263: 5161,3204,2598,7514,3897,5137,5424
5264: 4665,7381
5265: 4300,9736,878
5266: 2288,2096,4025,4388
5267: 7984,1226,4784,6945,5403,546,9588,3981
5268: 5143,6032,5648,7398,686,2437
5269: 670
5270: 1860,7705,4120,1206,3187,6851,5065
5271: 5906,9235,4490,7703,6417
5272: 2623,1765
5273: 9236,4084,9783,1527,2416,7826,233,6857,5324
5274: 7170
5275: 1693,2520,2766,2448,8865,3880,432
5276: 6328,4850,4641,6869,9134,5779
5277: 71,4205,6079,6058
5278: 5573,9514,5456,836,2065,6683
5279: 5454,7024,108,8188
5280: 7984,8830,9925,5105,3545,3802,2242,7998
5281: 3140,9447,9841,1011,4306,6735,579
5282: 8513
5283: 4000,6559,9267
5284: 2328,6949,9222,284,3010,2452,1016
5285: 7277,6137,5525,382,6561,1706,7503,9921,608,7073
5286: 389,1099,5584,1766,2828,633,914,3394
5287: 3420,4142,5068,543,7490,7151,9817,7793,2680,1876
5288: 2987,1210,9032,3172,3893,3788,9637
5289: 9770,2581
5290: 6192,9985,2403,1842,40,5525,3675,407,7871,1393
5291: 2839,6847,690
5292: 9163
5293: 2380,8371,3820
5294: 7283,4583,2979,7439,887,5170,4687,9170
5295: 8045,8872,8773,7290,2728,8971
5296: 1018,6558,3170
5297: 2601,8496,422
5298: 2742,6905
5299: 9068,868,4769,4238,6816,6867,5992,8246,9497,5310
5300: 4435,8046,6691
5301: 9304
5302: 318,6990,4346,7209,2549,4211,5614
5303: 5928,7554,3563
5304: 9014,7632,4105,7689,8108,8970,8788,4274
5305: 7234
5306: 9929
5307: 6826,5211,7841,7670,7507
5308: 7111
5309: 2331,8421
5310: 9940,7435,2509,8942,5018,2540,6536,8560,1004
5311: 2233,8400,2402,6571,1166,6188,4213,1958,7169,439
5312: 5597
5313: 8073,1221,8454,6951
5314: 5484
5315: 6518,8893,8443,173,3297,1216,6577
5316: 5007,7733,9458,6025,1050,2364,7639
5317: 8581,3127,2018,2854,4300,2187,9121,5915,3903,6113
5318: 1363,6536,295,1388,9451
5319: 1402,9116,4287,9113,323,8558,7209,45,1941,7722
5320: 8429
5321: 7961,1683,6014,2794,645,7857,7657
5322: 898,7722
5323: 953,4669,3704,3685,6958
5324: 9487,6112,7253,9783,6215,7423,2484,4811,6755
5325: 879,5367
5326: 1500,573
5327: 8,839,7684,835,1738,8133,9098,5933,460,2893
5328: 6099
5329: 2434
5330: 4735,9263,7759,2678,3762,2877
5331: 1341
5332: 2820
5333: 7712,5972,9881,7756,4407,7549,5469,3769,9817,6919
5334: 9749,7395,5066,4168,2736,5678
5335: 6285,4225,2715
5336: 4608
5337: 6627,4656
5338: 5722,3460
5339: 4779,644,6003,1522,3074,3905,7514,3764
5340: 6943,6480,9396,9961,7329,6215,8743,1887
5341: 78,8687,5246,5628,8134,1448,7501
5342: 9810,760,5951,8536,4886
5343: 6406,8458,8342,1291,4506,4470,9638,571,8447,955
5344: 5529,8247,6567,2800
5345: 739,5825,7278,4185,4350
5346: 439,9256,9463,9140,7156,3425
5347: 4234,6126,3989
5348: 2381,7232,9686,1790,1592,1909
5349: 929,8489
5350: 1160,8753,4100,6724,6952,8384
5351: 9076,5267,9773,3643,2718,1251,3977,5849,9452,6752
5352: 8194,3434
5353: 7438
5354: 4505,8715,136,653
5355: 2421,6859,4336
5356: 5672,8116,2199
5357: 5488
5358: 4857,8957,2686,9412,8472,7935
5359: 1670,9991,2308,1052,4618,7709,4184,9976,8845
5360: 7322,4997,6334,80,4828
5361: 9567,4061,7466
5362: 7894,8973
5363: 7774,2953,1320,4296,7042
5364: 7505,3000
5365: 5505,8771,776,4447,5639,2360,2964,6944
5366: 7011,8249,8495,7455,9662,8877,8598,7554
5367: 5418,4803,4567,5397,8401,4226,7405,4831
5368: 3860,4548
5369: 1893
5370: 2231,9524,3490,6815,53,5379,9865,7127,2981,7434
5371: 1048,9527,3420,4115,6175,4082
5372: 9877,445,1816,2509,4567,8651,4691,4826,7841
5373: 3971,6913,5726,6671,1946,1145,5901,6711,9084,6588
5374: 2167,3932,1017
5375: 462,6864,5494,4134,8495,495,5178,3802
5376: 6206,575
5377: 2138,7365,4907
5378: 4064,866,3492,7209
5379: 8062,1104,8797
5380: 2653,4657,4886,7481,5770,6855,3081
5381: 1722,2130
5382: 3435,8907
5383: 8054
5384: 3047,9136,8000,8841,778,6474,6819,1270,5225
5385: 5681,8367,5429,8415,6576
5386: 3795,5795,7095,5342,4857,1309,8567
5387: 2707
5388: 8557,2883,5548,2285,1245,2807,8574,8853,6247
5389: 9569,679,5178,4464,6392,9656,9925
5390: 5081,2877,8796,8217,2561,8727,4694,7357,589
5391: 2525,728,3973,1298,3608,2745
5392: 8854,9102,7542,1493,2745,3434,2610,274,3407,7088
5393: 8569,7152,4800,2077,7251,7874,8932
5394: 2231,7004,8874,5537,3049,7721,2359
5395: 7582,6205,476,3984,2450,103,8288,7916,7354
5396: 3710,4401,7171,1310,118,6664,2981,8798,3728
5397: 4357,5685,6034,7870
5398: 5606,6968,2842,3160
5399: 7421,8188,598
5400: 4172
5401: 3489,5565,8696,5841,9569,7698
5402: 997,2061,7575,3614
5403: 2788,9024,5643
5404: 371,5114,2674,4170,684,2496,5425,5607
5405: 4757,6727,8540,9890,3652,9484
5406: 7507,633,4803,1708,1703,6809,7810,9141
5407: 1132,5894,9565,6904,4677,6550,7541,3814,8645
5408: 5625,6228,9974,166,4866,4563,8437
5409: 7066,8184,3739,3395,3070
5410: 1155,2671,4643
5411: 9868,5412,5772,8760,7623,7172,475,173,6935
5412: 3918,4288,5124
5413: 9713,4571,2615,6910,4498,520,7999,6760,393,9096
5414: 5292,3380,969,1394,2109,773,3692,4013,9436,8383
5415: 1922
5416: 8267,8173,1492,6160
5417: 8918,3667,4059
5418: 6952,9007,873,5250,8981,1240
5419: 8862
5420: 1916
5421: 3579,3386,7489,4590,3239,5342
5422: 7511,346,2118,7371,8045,2714,8381
5423: 1161,5222,6242,5994,9964,7070,6031,7581
5424: 4846,5791,8105,5581,9312,5624,9340,6077,6027,416
5425: 5311,3932,6337,2195,9227,1359
5426: 1879,4921,8421,5973,4689,1217,9162,3674
5427: 5653,2628,5127,2146,6013,2349,1010,7425,8677,8203
5428: 1217,6462,5133
5429: 1099,9999
5430: 1516,4904,6132
5431: 4839,4847,5237,2440,983,3350,661,2220
5432: 6320,4293,7590,3317,421,8404,8961,2318
5433: 928,3089,5938,3964,2823
5434: 2761,4661
5435: 157,2832,9548,3281,7152
5436: 4744,361,9436,4104
5437: 2884,1450
5438: 635,5927,2699,5794,7835,9367,5193,9552,9310
5439: 440
5440: 7839,9958,4143,1450,2233
5441: 2520,5323,4955,6663
5442: 1414
5443: 9738,1424,1865,3341,4957,3821,4292,8231,6012
5444: 1124,3311,3511,9844,7085,2881,7565,7005
5445: 6816,1428,3041,8087,3919,4757,2104,1900,1908
5446: 424,2710,1414
5447: 8233,1369,3666,646
5448: 4751,9701
5449: 9183,563,2666,8613,9869
5450: 9111
5451: 8656,1150,9477,6224,6753,4948,5906,2585,3084
5452: 9377,1764
5453: 9669,591,8408,2524,1148,3554,3148,5258,6432,9202
5454: 1541,7247,2483,3825
5455: 6533,8013,882,4921,1133,7935,1393
5456: 3566
5457: 9228,1511,1886,8294,7851,4760,585,5260,494
5458: 3918,3374
5459: 375,4079,4463
5460: 9707,6028,7043,455,8079
5461: 4195,8508
5462: 6404,5652,950,8126,7435,5682,2514,5868
5463: 2490,3704,1232,6183,3423,1927,6462,427
5464: 8151,8255,1258,1520
5465: 5168
5466: 507,3079,9394,6212,3371,990,6956,6537
5467: 372,223,5659,9729,9954,4602,6597,9785
5468: 6508,9906,4023,2243,4060,3574,7557
5469: 479
5470: 1771,5214,8568,145,432,9503,8118,1076
5471: 795,9166,6896,3242,4090
5472: 3542,4886,3530
5473: 6656
5474: 8758,8044,4803,4674,8876,8621
5475: 3157,2803,3987,7670,5490,9827,85,9467,8076
5476: 2328,8596,5325
5477: 2316,6125,9018,5533,4494,5834,5183,1844,3466
5478: 1873,9439,6895,392,3518,5092,8510,2704,3853,7019
5479: 8891,9189,3378,8976,8013,3202,6495,9218
5480: 2381,3940,8715,278
5481: 4228
